지역,매장명,매장현황,주소,서비스,전화번호,전처리_주소,위도,경도
경기 고양시 덕양구,원당점,영업중,"경기도 고양시 덕양구 호국로 797, 대동피렌체 104~106호 1층",테라스 주차,031-964-7785,경기도 고양시 덕양구 호국로 797,37.657400605,126.836393642
충북 괴산군,(하)괴산휴게소점,영업중,충북 괴산군 장연면 중부내륙고속도로 205 괴산(마산방향)휴게소  할리스커피,24시간 주차,043-832-7966,충북 괴산군 장연면 중부내륙고속도로 205 괴산,36.831403931,127.957866027
전남 보성군,(상)보성녹차휴게소점,영업중,전라남도 보성군 미력면 남해고속도로 63 (보성녹차(목포)주유소) 목포방향,주차,070-4325-8801,전라남도 보성군 미력면 남해고속도로 63,34.813740834,127.127666221
전남 보성군,(하)보성녹차휴게소점,영업중,전남 보성군 겸백면 남해고속도로 70 .,주차,070-4325-8808,전남 보성군 겸백면 남해고속도로 70,34.807902131,127.182114461
서울 강남구,선릉샹제리제점,영업중,"서울특별시 강남구 테헤란로 406 (대치동, 샹제리제센터) 1층",주차,02-501-4255,서울특별시 강남구 테헤란로 406,37.504348871,127.049843708
경기 양주시,양주고읍점,영업중,"경기도 양주시 고읍남로 10 (광사동) 1,2층",테라스 주차,031-843-0078,경기도 양주시 고읍남로 10,37.795401818,127.079950366
경기 안양시 만안구,안양엠타워컨벤션점,영업중,경기 안양시 만안구 안양로 104 (안양동) 엠타워컨벤션 1층 .,테라스 주차,031-469-0202,경기 안양시 만안구 안양로 104,37.384502513,126.933873038
인천 연수구,인천연수CGV점,영업중,인천 연수구 동춘동926 스퀘어원 4층 .,주차,032-456-4499,인천 연수구 동춘동926 스퀘어원 4층,0,0
경북 김천시,(상)추풍령휴게소점,영업중,경북 김천시 봉산면 경부고속도로 214-1 광천리 737-1 (서울방향),주차,054-439-3187,경북 김천시 봉산면 경부고속도로 214-1 광천리 737-1,36.199926365,128.003587880
울산 북구,울산풍차DT점,영업중,울산광역시 북구 신천동 456 .,DT 매장 주차,052-292-8181,울산광역시 북구 신천동 456,0,0
경기 용인시 기흥구,용인흥덕점,영업중,경기도 용인시 기흥구 흥덕2로87번길 17 세림프라자 1층,흡연시설 주차,031-217-7393,경기도 용인시 기흥구 흥덕2로87번길 17 세림프라자 1층,37.275095532,127.071891147
서울 서초구,(하)만남의광장점,영업중,"서울특별시 서초구 양재대로12길 73-71 (원지동, 만남의광장) 할리스커피",주차,02-578-3372,서울특별시 서초구 양재대로12길 73-71,37.460594240,127.041541547
경기 시흥시,시흥하늘휴게소점,영업중,경기도 시흥시 수도권제1순환고속도로 105-1 (조남동) .,주차,070-4233-9004,경기도 시흥시 수도권제1순환고속도로 105-1,37.385161940,126.856129802
대전 서구,대전타임월드점,영업중,대전광역시 서구 둔산로 32-13 (둔산동) .,흡연시설 주차,042-489-1315,대전광역시 서구 둔산로 32-13,36.351058530,127.377297745
전남 무안군,남악신도시점,영업중,"전라남도 무안군 삼향읍 남악로 234 트리폴리앙 B동 1, 108호 .",주차,061-282-8280,전라남도 무안군 삼향읍 남악로 234 트리폴리앙 B동 1,34.804518670,126.463828545
대구 달성군,대구디아크점,영업중,"대구광역시 달성군 다사읍 강정본길 57, 3층 .",주차,053-591-2209,대구광역시 달성군 다사읍 강정본길 57,35.841157920,128.465060341
부산 기장군,(상)장안휴게소점,영업중,부산광역시 기장군 장안읍 동해고속도로 26 .,주차,051-727-3714,부산광역시 기장군 장안읍 동해고속도로 26,35.382872652,129.248393781
부산 기장군,(하)장안휴게소점,영업중,부산광역시 기장군 장안읍 동해고속도로 25 (장안휴게소하행) .,주차,051-727-3647,부산광역시 기장군 장안읍 동해고속도로 25,35.377521325,129.246402795
경남 통영시,경남통영점,영업중,"경상남도 통영시 무전8길 33 (무전동, 로운빌딩) .",,055-649-1314,경상남도 통영시 무전8길 33,34.858374588,128.427604337
서울 중구,충무로역점,영업중,"서울특별시 중구 퇴계로36길 2 (필동2가, 동국대학교충무로영상센터) .",흡연시설 주차,02-2268-8960,서울특별시 중구 퇴계로36길 2,37.560643523,126.993555777
경기 이천시,(상)마장휴게소점,영업중,경기도 이천시 마장면 중부고속도로 82 마장휴게소 상행 하남방향,주차,031-630-0001,경기도 이천시 마장면 중부고속도로 82 마장휴게소 상행 하남방향,37.263991243,127.407010491
세종 세종시,세종소담DI점,영업중,세종 특별자치시 소담동 570 .,주차,044-862-9027,세종 특별자치시 소담동 570,0,0
경북 군위군,(하)군위영천휴게소점,영업중,경상북도 군위군 산성면 백학리 산 15-2 산 15-2,주차, ,경상북도 군위군 산성면 백학리 산 15-2 산 15-2,0,0
부산 중구,부산BIFF광장점,영업중,"부산 중구 비프광장로 31-1, 1층 .",,051-242-6552,부산 중구 비프광장로 31-1,35.098991235,129.028573627
부산 동구,부산역사점,영업중,"부산광역시 동구 중앙대로 206 (초량동, 한국철도공사부산지역본부) 2충 초량동 1187-1",,051-441-0918,부산광역시 동구 중앙대로 206,35.116648733,129.042416360
부산 해운대구,부산해운대비치점,영업중,부산광역시 해운대구 우동 618-14 .,,055-731-5253,부산광역시 해운대구 우동 618-14,0,0
광주 북구,광주일곡점,영업중,광주광역시 북구 일곡동 821-5    1~3층,,070-7716-0123,광주광역시 북구 일곡동 821-5    1~3층,0,0
경기 양주시,양주점,영업중,경기도 양주시 평화로 1407 (덕계동) .,테라스 주차,031-868-5779,경기도 양주시 평화로 1407,37.816480268,127.045906224
충남 당진시,당진푸르지오점,영업중,충청남도 당진시 읍내동 1590 1층 희은빌라 .,주차,041-354-2004,충청남도 당진시 읍내동 1590 1층 희은빌라,0,0
대전 유성구,대전전민점,영업중,대전광역시 유성구 전민로22번길 62 .,,042-389-2831,대전광역시 유성구 전민로22번길 62,36.399164292,127.402743086
서울 영등포구,에벤에셀빌딩점,영업중,서울특별시 영등포구 영중로 8-1 (영등포동3가) .,흡연시설,02-2069-0773,서울특별시 영등포구 영중로 8-1,37.517237536,126.906449219
강원 홍천군,홍천점,영업중,강원도 홍천군 홍천읍 꽃뫼로 98 .,,033-432-3368,강원도 홍천군 홍천읍 꽃뫼로 98,37.691176814,127.884515089
전남 목포시,목포하당점,영업중,전라남도 목포시 비파로51번길 37 (상동) .,주차,061-283-9800,전라남도 목포시 비파로51번길 37,34.801328858,126.423102569
경북 군위군,(상)삼국유사군위휴게소점,영업중,경상북도 군위군 부계면 창평리 산98-4 .,주차,0,경상북도 군위군 부계면 창평리 산98-4,0,0
경북 김천시,김천혁신도시점,영업중,경상북도 김천시 혁신로 246 .,주차,054-433-4333,경상북도 김천시 혁신로 246,36.122068565,128.181491557
대구 서구,대구팔달교DT점,영업중,대구광역시 서구 팔달로 34 .,DT 매장 주차,053-341-9595,대구광역시 서구 팔달로 34,35.891347486,128.553809942
경기 남양주시,별내카페거리점,영업중,경기도 남양주시 두물로39번길 33 (별내동) .,테라스 주차,031-574-5655,경기도 남양주시 두물로39번길 33,37.658836227,127.127724231
경기 파주시,파주탄현점,영업중,"경기도 파주시 탄현면 방촌로 1017 1,2층",주차,031-947-9477,경기도 파주시 탄현면 방촌로 1017 1,37.824946251,126.733479443
경기 안성시,(상)안성휴게소점,영업중,경기도 안성시 원곡면 산하리 67-3  000,주차,x,경기도 안성시 원곡면 산하리 67-3  000,0,0
광주 광산구,광주우산점,영업중,광주광역시 광산구 풍영철길로 12 (우산동) 1층,주차,062-956-6582,광주광역시 광산구 풍영철길로 12,35.162472192,126.812455132
전북 군산시,군산수송점,영업중,전라북도 군산시 수송동 831-1 1층,주차,063-467-9500,전라북도 군산시 수송동 831-1 1층,0,0
서울 동작구,장승배기역점,영업중,"서울특별시 동작구 장승배기로11가길 11 (상도동, 상도파크자이) 1층",주차,02-812-9330,서울특별시 동작구 장승배기로11가길 11,37.505892691,126.938903893
경기 화성시,동탄호수공원점,영업중,경기도 화성시 동탄면 동탄순환대로5길 15 .,,031-373-5223,경기도 화성시 동탄면 동탄순환대로5길 15,0,0
경기 수원시,수원인계점,영업중,경기도 수원시 팔달구 인계로138번길 49 (인계동) .,테라스 24시간,031-222-6842,경기도 수원시 팔달구 인계로138번길 49,37.264777475,127.031999103
인천 중구,영종하늘도시점,영업중,인천 중구 중산동 1876-9 .,주차,032-752-1761,인천 중구 중산동 1876-9,0,0
서울 서대문구,서대문역점,영업중,서울특별시 서대문구 통일로9안길 28 (충정로2가) 1층,테라스 흡연시설,02-313-0807,서울특별시 서대문구 통일로9안길 28,37.566094642,126.965334154
서울 관악구,신림고시촌점,영업중,서울특별시 관악구 호암로 605 (신림동) 1층,테라스,02-871-0777,서울특별시 관악구 호암로 605,37.471437278,126.933629995
부산 동구,동부산우체국점,영업중,"부산광역시 동구 조방로 15, 1층  .",,051-631-3193,부산광역시 동구 조방로 15,35.138279949,129.062265943
경기 안산시 단원구,안산로데오점,영업중,경기도 안산시 단원구 중앙대로 907 .,흡연시설,031-405-7337,경기도 안산시 단원구 중앙대로 907,37.317160225,126.837210627
경기 안성시,안성팜랜드점,영업중,"경기도 안성시 공도읍 대신두길 28, 안성팜랜드 .",주차,070-4228-7345,경기도 안성시 공도읍 대신두길 28,36.991779806,127.193275302
경남 양산시,양산원동점,영업중,경상남도 양산시 원동면 원동로 1429 .,주차,055-372-0268,경상남도 양산시 원동면 원동로 1429,35.359798859,128.925139349
광주 서구,광주금호점,영업중,광주광역시 서구 운천로 3 (금호동 762-6) 1층,,062-385-0725,광주광역시 서구 운천로 3,35.133077854,126.859069627
인천 서구,인천엠파크허브점,영업중,"인천광역시 서구 염곡로 52, 엠파크 허브동 103호 (가좌동 150-19) .",주차,032-265-0103,인천광역시 서구 염곡로 52,37.490454670,126.665910436
대구 달서구,대구본리점,영업중,대구광역시 달서구 장기로 203 (본리동 62-16) .,주차,053-553-3002,대구광역시 달서구 장기로 203,35.843344311,128.538114504
부산 강서구,명지국제신도시점,영업중,부산광역시 강서구 명지국제11로 57 (명지동 3334-4) .,주차,051-271-5600,부산광역시 강서구 명지국제11로 57,35.104465066,128.924870764
광주 서구,유스퀘어CGV점,영업중,"광주광역시 서구 무진대로 904, 유스퀘어 2층 (광천동, 49-1) .",주차,062-351-4687,광주광역시 서구 무진대로 904,35.160318622,126.881236822
경남 김해시,김해구산점,영업중,경상남도 김해시 가락로 321 (구산동) .,주차,055-323-8123,경상남도 김해시 가락로 321,35.253430949,128.871284563
광주 북구,광주오치점,영업중,광주광역시 북구 서하로 185 (오치동 862-21) 1층,주차,062-251-5684,광주광역시 북구 서하로 185,35.187461229,126.900751402
광주 광산구,광주운남점,영업중,광주광역시 광산구 하남대로 248-13 (운남동 771-3 ) 1층,,062-951-5979,광주광역시 광산구 하남대로 248-13,35.177901658,126.820722412
전북 익산시,익산어양점,영업중,"전라북도 익산시 동서로63길 4, 101호 (어양동, 하모니시티) 1층",,063-832-4700,전라북도 익산시 동서로63길 4,35.952925002,126.987826662
전북 전주시 덕진구,전주백제대로점,영업중,전라북도 전주시 덕진구 백제대로 592 (금암동) 1층,주차,063-271-5056,전라북도 전주시 덕진구 백제대로 592,35.840896554,127.134552852
경기 의정부시,의정부민락점,영업중,"경기도 의정부시 오목로205번길 55 (민락동, 메가타워) .",주차,031-851-3633,경기도 의정부시 오목로205번길 55,37.745875167,127.095864314
경기 수원시,수원팔달문점,영업중,경기도 수원시 팔달구 정조로 777번길 2 (팔달로2가) .,,031-242-9990,경기도 수원시 팔달구 정조로 777번길 2,37.277547317,127.015397571
충남 천안시 동남구,동천안우체국점,영업중,"충청남도 천안시 동남구 청수5로 10, 1층 .",주차,041-522-5024,충청남도 천안시 동남구 청수5로 10,36.783894459,127.155161458
경남 사천시,(상)사천휴게소점,영업중,경상남도 사천시 곤양면 묵실길 31-11 (순천방향) .,주차,055-854-3574,경상남도 사천시 곤양면 묵실길 31-11,35.075140798,128.013180419
경남 사천시,(하)사천휴게소점,영업중,경상남도 사천시 곤양면 서삼로 619 (부산방향) .,주차,055-854-3134,경상남도 사천시 곤양면 서삼로 619,35.073095189,128.010366418
울산 중구,울산태화강공원점,영업중,울산광역시 중구 태화강국가정원길 241 (태화동 595) .,주차,010-3946-0100,울산광역시 중구 태화강국가정원길 241,35.551197094,129.300722370
전북 전주시 완산구,전북도청점,영업중,"전라북도 전주시 완산구 홍산남로 51, 102~103호 일부(효자동3가) 1층",주차,063-228-4005,전라북도 전주시 완산구 홍산남로 51,35.815993584,127.107487543
전북 부안군,전북부안점,영업중,"전라북도 부안군 부안읍 석정로 269, 1층 .",,063-581-0620,전라북도 부안군 부안읍 석정로 269,35.721563754,126.737675270
경기 남양주시,별내북부역점,영업중,경기도 남양주시 순화궁로 449 (별내동) .,테라스 주차,031-555-0128,경기도 남양주시 순화궁로 449,37.665556945,127.119876246
서울 성동구,한양대시티빌점,영업중,서울특별시 성동구 마조로1가길 9 (행당동) .,테라스,02-2299-9934,서울특별시 성동구 마조로1가길 9,37.560489159,127.039915112
강원 동해시,동해촛대바위점,영업중,강원도 동해시 촛대바위길 16 (추암동 1-6) .,주차,033-522-0117,강원도 동해시 촛대바위길 16,37.478177165,129.158931694
경기 이천시,이천점,영업중,경기도 이천시 창전동 160-26 .,흡연시설,031-635-6655,경기도 이천시 창전동 160-26,0,0
경북 경산시,경산중방점,영업중,"경상북도 경산시 경안로 205, 2층 .",주차,053-814-9980,경상북도 경산시 경안로 205,35.825881167,128.736459117
울산 북구,울산공항1호점,영업중,울산광역시 북구 산업로 1103 울산공항 2층 일반대합실 .,주차,052-289-5525,울산광역시 북구 산업로 1103 울산공항 2층 일반대합실,35.594662131,129.356760317
울산 북구,울산공항2호점,영업중,울산광역시 북구 산업로 1103 울산공항 2층 격리대합실 .,주차,없음,울산광역시 북구 산업로 1103 울산공항 2층 격리대합실,35.594662131,129.356760317
서울 서초구,논현역점,영업중,"서울특별시 서초구 신반포로 332 (반포동, 우진빌딩) 1층",흡연시설 주차,02-515-1162,서울특별시 서초구 신반포로 332,37.510391223,127.020081545
서울 서초구,포이사거리점,영업중,서울특별시 서초구 논현로19길 5 (양재동) .,테라스 주차,070-4409-4246,서울특별시 서초구 논현로19길 5,37.476579013,127.045102129
부산 서구,부산송도점,영업중,부산광역시 서구 송도해변로 61-1 .,,051-255-6100,부산광역시 서구 송도해변로 61-1,35.074429705,129.015643501
경기 평택시,평택서재점,영업중,"경기도 평택시 서재로 26-24 (동삭동) 1,2층 .",흡연시설,031-651-2750,경기도 평택시 서재로 26-24,37.009625431,127.098933742
강원 원주시,원주단계택지점,영업중,강원도 원주시 장미공원길 27-9 .,테라스 흡연시설,033-745-5007,강원도 원주시 장미공원길 27-9,37.346023110,127.932012189
전남 영광군,영광백수해안도로점,영업중,전라남도 영광군 백수읍 해안로 918 .,주차,061-353-5866,전라남도 영광군 백수읍 해안로 918,35.349671433,126.387936583
서울 강남구,수서점,영업중,"서울특별시 강남구 밤고개로1길 10 (수서동, 수서현대벤쳐빌) 지하1층",주차,02-451-0723,서울특별시 강남구 밤고개로1길 10,37.488049068,127.101784007
경기 수원시,수원오목천점,영업중,경기도 수원시 권선구 서수원로 179 1~2층,주차,031-291-7933,경기도 수원시 권선구 서수원로 179 1~2층,37.242894505,126.968889933
경북 군위군,(상)군위휴게소점,영업중,경상북도 군위군 군위읍 경북대로 4084 부산방향,주차,054-383-6114,경상북도 군위군 군위읍 경북대로 4084 부산방향,36.266648021,128.574917047
경남 양산시,양산신도시점,영업중,경상남도 양산시 물금읍 야리로 127 .,,055-366-0268,경상남도 양산시 물금읍 야리로 127,35.311384591,129.009615513
전북 전주시 덕진구,전북대덕진광장점,영업중,"전라북도 전주시 덕진구 덕진광장로12, 1층 2층(덕진동1가) 1층",,063-272-2400,전라북도 전주시 덕진구 덕진광장로12,35.844416951,127.124900308
전북 남원시,(상)지리산휴게소점,영업중,전라북도 남원시 아영면 광주대구고속도로 76 (대구방면),주차,063-636-7191,전라북도 남원시 아영면 광주대구고속도로 76,35.481324830,127.566781846
전북 남원시,(하)지리산휴게소점,영업중,"전라북도 남원시 아영면 광주대구고속도로 75 (지리산휴게소(하)광주방면) (광주, 고서,담양방면)",주차,063-636-7195,전라북도 남원시 아영면 광주대구고속도로 75,35.483452429,127.566342895
전남 여수시,여수웅천점,영업중,전라남도 여수시 예울마루로 35-24 (웅천동) .,,061-681-2522,전라남도 여수시 예울마루로 35-24,34.746484733,127.671954583
대구 달서구,대구장기점,영업중,대구광역시 달서구 장기로 268 .,주차,053-522-0666,대구광역시 달서구 장기로 268,35.843894966,128.530896898
경북 성주군,(상)남성주휴게소점,영업중,"경상북도 성주군 용암면 중부내륙고속도로 76 (본리리, 남성주(양평방향)휴게소) 양평방향",주차,054-931-5742,경상북도 성주군 용암면 중부내륙고속도로 76,35.857884618,128.319963883
전북 전주시 덕진구,전북대병원점,영업중,"전라북도 전주시 덕진구 건지로 20 (금암동, 전북대학교병원 할리스커피) 전북대병원 내 본관-호흡기센터 사이 위치",테라스 주차,063-259-3140,전라북도 전주시 덕진구 건지로 20,35.847965942,127.141059715
서울 서초구,고속터미널영동선점,영업중,"서울특별시 서초구 신반포로 194 (반포동, 강남고속버스터미널) 2층 A-2호",,02-591-1555,서울특별시 서초구 신반포로 194,37.506435307,127.006833068
충북 옥천군,(상)옥천휴게소점,영업중,"충청북도 옥천군 옥천읍 옥천동이로 242-34 (매화리, 옥천상휴게소) .",주차,043-731-8096,충청북도 옥천군 옥천읍 옥천동이로 242-34,36.297964616,127.599043418
세종 세종시,세종어진점,영업중,"세종특별자치시 절재로 194 (어진동, 중앙타운) 133호,214호 .",주차,070-7766-1589,세종특별자치시 절재로 194,36.508305497,127.262441390
대구 북구,대구동천점,영업중,대구광역시 북구 동천로 125 (동천동) .,주차,053-321-0099,대구광역시 북구 동천로 125,35.942726584,128.560453453
경북 경주시,(상)외동휴게소점,영업중,경상북도 경주시 외동읍 석계리 970번지 상석길 58-70,주차,054-745-0631,경상북도 경주시 외동읍 석계리 970번지 상석길 58-70,0,0
부산 사하구,부산다대포전망대점,영업중,부산광역시 사하구 다대낙조2길 85 (다대동) .,,051-265-9191,부산광역시 사하구 다대낙조2길 85,35.052929377,128.961440033
경북 성주군,(하)남성주휴게소점,영업중,"경상북도 성주군 선남면 중부내륙고속도로 77 (명포리, 남성주(창원방향)휴게소) 창원방향",주차,054-933-7105,경상북도 성주군 선남면 중부내륙고속도로 77,35.868000795,128.316405292
경기 안양시 만안구,안양역점,영업중,경기도 안양시 만안구 장내로139번길 61 .,테라스 흡연시설,031-466-2879,경기도 안양시 만안구 장내로139번길 61,37.399949175,126.921016189
대전 유성구,대전도안마을점,영업중,"대전광역시 유성구 도안대로 560 (봉명동, 도안마을1단지) .",,042-826-6080,대전광역시 유성구 도안대로 560,36.351445442,127.343562013
전북 전주시 덕진구,전주하가점,영업중,전라북도 전주시 덕진구 가련산로 25 (덕진동2가) 1층,,063-275-1230,전라북도 전주시 덕진구 가련산로 25,35.842077199,127.111147237
서울 구로구,구로점,영업중,서울특별시 구로구 디지털로34길 55 (코오롱싸이언스밸리2차) 1층 (일요일 휴점),주차,02-2025-0255,서울특별시 구로구 디지털로34길 55,37.484345905,126.899285087
경기 고양시 덕양구,고양행신점,영업중,경기도 고양시 덕양구 충경로 37 (행신동) 1층,테라스 흡연시설 주차,031-938-4055,경기도 고양시 덕양구 충경로 37,37.615685323,126.833586062
대구 수성구,대구범어점,영업중,대구광역시 수성구 범어천로 44 (범어동) .,주차,053-761-2187,대구광역시 수성구 범어천로 44,35.850678421,128.623682737
경기 고양시 일산동구,인계써드아이점,영업중,경기도 수원시 팔달구 인계로 130 (인계동) 1층,흡연시설 주차,031-232-0727,경기도 수원시 팔달구 인계로 130,37.267036833,127.031770247
충남 아산시,아산우체국점,영업중,"충청남도 아산시 시민로 455 (온천동, 아산우체국) .",주차,041-548-5024,충청남도 아산시 시민로 455,36.789081738,127.001332058
충남 천안시 서북구,천안두정역점,영업중,충청남도 천안시 서북구 두정로 238 (두정동) .,주차,041-566-5148,충청남도 천안시 서북구 두정로 238,36.833203116,127.143380067
강원 동해시,동해묵호점,영업중,"강원도 동해시 해안로 368 (평릉동, 시드니) .",주차,033-534-8902,강원도 동해시 해안로 368,37.534992690,129.114808007
경북 경주시,경주황성점,영업중,경상북도 경주시 황성로28번길 15 .,주차,054-701-1234,경상북도 경주시 황성로28번길 15,35.864856463,129.216044135
서울 금천구,가산디지털단지점,영업중,"서울특별시 금천구 가산디지털1로 186 (가산동, 제이플라츠) .",주차,02-2028-7111,서울특별시 금천구 가산디지털1로 186,37.481915141,126.881596617
전남 목포시,목포평화점,영업중,전라남도 목포시 미항로 129 .,,061-285-0365,전라남도 목포시 미항로 129,34.796742067,126.434380940
서울 영등포구,KBS본관점,영업중,"서울특별시 영등포구 의사당대로 38 (여의도동, 여의도더샵아일랜드파크) 1층",테라스,02-2090-7007,서울특별시 영등포구 의사당대로 38,37.525527253,126.919235300
충북 단양군,(하)단양휴게소점,영업중,충청북도 단양군 적성면 기동리 산 74-1 (중앙고속도로 부산방향) 기동리 423-1,주차,043-423-5401,충청북도 단양군 적성면 기동리 산 74-1,0,0
대전 유성구,대전반석역점,영업중,대전광역시 유성구 반석동로40번길 40 (반석동) .,주차,042-714-5808,대전광역시 유성구 반석동로40번길 40,36.391252125,127.314259510
전북 고창군,전북고창점,영업중,전라북도 고창군 고창읍 중앙로 195 (읍내리) .,,063-564-3357,전라북도 고창군 고창읍 중앙로 195,35.435396010,126.696865326
경남 거창군,(상)거창휴게소점,영업중,"경상남도 거창군 가조면 가조가야로 1523 (도리, 거창휴게소(상)) .",주차,055-943-0992,경상남도 거창군 가조면 가조가야로 1523,35.706217615,128.056796796
경남 양산시,(서)양산휴게소점,영업중,"경상남도 양산시 동면 목장길 15-50 (내송리, 양산휴게소) .",주차,055-384-0144,경상남도 양산시 동면 목장길 15-50,35.323610118,129.056291815
경남 거창군,(하)거창휴게소점,영업중,경상남도 거창군 가조면 가조가야로 1485-48 (도리) (대구방향) .,주차,055-943-0992,경상남도 거창군 가조면 가조가야로 1485-48,35.705426589,128.055385879
서울 관악구,신림사거리점,영업중,서울특별시 관악구 남부순환로 1599-3 (신림동) 1층,테라스 24시간,02-877-1433,서울특별시 관악구 남부순환로 1599-3,37.484516032,126.928259255
경기 고양시 일산동구,평촌스마트스퀘어점,영업중,"경기도 안양시 동안구 시민대로 311, 110호/111호(관양동, 금강스마트빌딩) .",주차,031-421-8097,경기도 안양시 동안구 시민대로 311,37.396018095,126.964662508
충북 청주시 청원구,청주성모병원점,영업중,"충청북도 청주시 청원구 주중동 589-5, 청주성모병원 본관 .",주차,070-7761-0015,충청북도 청주시 청원구 주중동 589-5,0,0
경기 안성시,(하)안성휴게소점,영업중,경기도 안성시 원곡면 경부고속도로 365 안성휴게소(부산방향) .,주차,031-655-0531,경기도 안성시 원곡면 경부고속도로 365 안성휴게소,37.013371619,127.144835760
전북 전주시 완산구,전주한옥마을점,영업중,전라북도 전주시 완산구 은행로 16 (풍남동 1가 53-3) 1층,,063-288-0801,전라북도 전주시 완산구 은행로 16,35.818487768,127.151693972
대전 서구,대전롯데점,영업중,"대전광역시 서구 용문로 41-80, 리베라 아이누리주상복합 101 .",주차,042-528-2155,대전광역시 서구 용문로 41-80,36.339613941,127.388987336
경기 고양시 일산동구,라페스타입구점,영업중,경기도 고양시 일산동구 중앙로1275번길 38-15 삼희포시즌프라자 1층 1층,테라스,031-904-1991,경기도 고양시 일산동구 중앙로1275번길 38-15 삼희포시즌프라자 1층 1층,37.659910159,126.770094918
경기 의정부시,의정부시청점,영업중,경기도 의정부시 시민로 57 .,테라스,031-826-0009,경기도 의정부시 시민로 57,37.738596384,127.041594158
충북 청주시 청원구,청주율량점,영업중,충청북도 청주시 청원구 1순환로 122 .,주차,043-216-1990,충청북도 청주시 청원구 1순환로 122,36.660127030,127.478772929
대전 서구,대전관저점,영업중,"대전광역시 서구 관저중로64번길 26 1,2층 .",테라스 흡연시설,042-542-8080,대전광역시 서구 관저중로64번길 26 1,36.297473494,127.336336674
인천 서구,인천검단사거리점,영업중,인천 서구 검단로 465 .,,070-7766-4494,인천 서구 검단로 465,37.601732597,126.656038692
울산 울주군,울산간절곶해맞이점,영업중,"울산광역시 울주군 서생면 나사해안길 135 1,2층 .",주차,052-239-5336,울산광역시 울주군 서생면 나사해안길 135 1,35.353103538,129.345624758
전북 전주시 완산구,전주혁신도시점,영업중,전라북도 전주시 완산구 오공로 33 1~2층,주차,063-221-3361,전라북도 전주시 완산구 오공로 33 1~2층,0,0
충남 천안시 서북구,천안두정점,영업중,"충청남도 천안시 서북구 오성6길 52, 1층 .",24시간 주차,041-574-0013,충청남도 천안시 서북구 오성6길 52,36.831642104,127.133096798
충북 청주시 청원구,오창점,영업중,"충청북도 청주시 청원구 오창읍 과학산업2로 363, 신우에비뉴엘빌딩 105호 (양청리) .",,043-218-2998,충청북도 청주시 청원구 오창읍 과학산업2로 363,36.714884250,127.422041105
강원 원주시,(춘)치악휴게소점,영업중,강원도 원주시 신림면 다리실2길 32 0000,주차,033-762-8129,강원도 원주시 신림면 다리실2길 32 0000,37.256853937,128.048728844
서울 영등포구,대림역점,영업중,"서울특별시 영등포구 도림로 140 (대림동, 대림빌딩) .",테라스,02-834-1000,서울특별시 영등포구 도림로 140,37.493033581,126.897635486
경기 여주시,(강)여주휴게소점,영업중,경기도 여주시 가남읍 여주남로 722 0,주차,031-882-3120,경기도 여주시 가남읍 여주남로 722 0,37.237976262,127.570066638
경기 평택시,평택점,영업중,경기도 평택시 평택1로 11 .,흡연시설,031-651-1223,경기도 평택시 평택1로 11,36.993146851,127.086862086
충북 진천군,충북진천점,영업중,충청북도 진천군 진천읍 중앙북로 28 2층 .,,043-534-8584,충청북도 진천군 진천읍 중앙북로 28 2층,36.858731561,127.440092575
인천 서구,청라센터시아점,영업중,인천 서구 중봉대로612번길 16 1층 .,주차,032-567-1192,인천 서구 중봉대로612번길 16 1층,37.533906877,126.651385117
광주 광산구,광주하남점,영업중,광주광역시 광산구 용아로 400 1층,주차,070-4157-5092,광주광역시 광산구 용아로 400 1층,35.179046894,126.805039198
경기 김포시,김포골드밸리점,영업중,경기도 김포시 양촌읍 황금로109번길 27 1층,테라스 주차,031-998-7233,경기도 김포시 양촌읍 황금로109번길 27 1층,37.617461111,126.622272993
경기 수원시,수원영통점,영업중,경기도 수원시 영통구 청명남로 10 .,,031-202-3356,경기도 수원시 영통구 청명남로 10,37.250867099,127.074134646
서울 서초구,남부터미널점,영업중,"서울특별시 서초구 서초중앙로 52 (서초동, 영진빌딩) 1층",,02-584-9500,서울특별시 서초구 서초중앙로 52,37.486600834,127.015641337
서울 강동구,고덕리앤파크점,영업중,서울특별시 강동구 상일로 151 (고덕동) 1층,주차,02-441-1121,서울특별시 강동구 상일로 151,37.560504562,127.170500303
강원 원주시,원주중앙점,영업중,"강원도 원주시 중평길 4, 2~4층 .",흡연시설,033-748-1188,강원도 원주시 중평길 4,37.349165169,127.950023834
전북 전주시 덕진구,전주송천점,영업중,"전라북도 전주시 덕진구 송천로 1, 1-2블럭 2-112,113,136호 1층",주차,063-275-3308,전라북도 전주시 덕진구 송천로 1,35.853001099,127.118898417
전북 전주시 덕진구,송천솔내점,영업중,전라북도 전주시 덕진구 송천동 2가 244-10 1층,,063-291-8000,전라북도 전주시 덕진구 송천동 2가 244-10 1층,0,0
서울 강남구,한티역점,영업중,"서울특별시 강남구 도곡로 414 (대치동, 삼성빌딩) .",주차,02-538-8886,서울특별시 강남구 도곡로 414,37.496791709,127.055932445
강원 강릉시,강릉항마리나점,영업중,강원도 강릉시 창해로14번길 51-20 .,주차,070-8816-6543,강원도 강릉시 창해로14번길 51-20,37.772381357,128.951039751
